index,filename,dimensions,format
29,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_d1_wall2_n.dds,512x512,BC1_UNORM
29,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_d1_wall2_n.dds,1024x1024,BC7_UNORM
30,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_d1_wall3_n.dds,512x512,BC1_UNORM
30,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_d1_wall3_n.dds,1024x1024,BC7_UNORM
31,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_d1_wall5_n.dds,512x512,BC1_UNORM
31,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_d1_wall5_n.dds,1024x1024,BC7_UNORM
32,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t0_rivr1_n.dds,1024x1024,BC1_UNORM
32,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t0_rivr1_n.dds,2048x2048,BC7_UNORM
33,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd01_n.dds,512x512,BC1_UNORM
33,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd01_n.dds,1024x1024,BC7_UNORM
34,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd03_n.dds,1024x1024,BC1_UNORM
34,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd03_n.dds,2048x2048,BC7_UNORM
35,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd08_n.dds,512x512,BC1_UNORM
35,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd08_n.dds,1024x1024,BC7_UNORM
36,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd09_n.dds,512x512,BC1_UNORM
36,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_grd09_n.dds,1024x1024,BC7_UNORM
37,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_ice01_n.dds,1024x1024,BC1_UNORM
37,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_ice01_n.dds,2048x2048,BC7_UNORM
38,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_snow1_n.dds,512x512,BC1_UNORM
38,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_snow1_n.dds,1024x1024,BC7_UNORM
39,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_stb03_n.dds,512x512,BC1_UNORM
39,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_stb03_n.dds,1024x1024,BC7_UNORM
40,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_stp01_n.dds,512x512,BC1_UNORM
40,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_stp01_n.dds,1024x1024,BC7_UNORM
41,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_wod01_n.dds,512x512,BC1_UNORM
41,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t1_wod01_n.dds,1024x1024,BC7_UNORM
42,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t2_ice01_n.dds,1024x1024,BC1_UNORM
42,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_t2_ice01_n.dds,2048x2048,BC7_UNORM
43,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_u1_tow01_n.dds,1024x512,BC1_UNORM
43,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\r2d1_u1_tow01_n.dds,2048x1024,BC7_UNORM
44,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\_n_whitecap_r2d1.dds,1024x1024,BC1_UNORM
44,karts_upscales\bg\ex1\01_roc_r2\dun\r2d1\texture\_n_whitecap_r2d1.dds,2048x2048,BC7_UNORM
45,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_ang01_n.dds,512x512,BC1_UNORM
45,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_ang01_n.dds,1024x1024,BC7_UNORM
46,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_grs01_n.dds,1024x1024,BC1_UNORM
46,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_grs01_n.dds,2048x2048,BC7_UNORM
47,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_kigt01_n.dds,1024x1024,BC1_UNORM
47,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_kigt01_n.dds,2048x2048,BC7_UNORM
48,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_kigt02_n.dds,512x1024,BC1_UNORM
48,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_kigt02_n.dds,1024x2048,BC7_UNORM
49,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_kigt03_n.dds,256x512,BC1_UNORM
49,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_kigt03_n.dds,512x1024,BC7_UNORM
50,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_stn01_n.dds,512x512,BC1_UNORM
50,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_stn01_n.dds,1024x1024,BC7_UNORM
51,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_stn05_n.dds,512x512,BC1_UNORM
51,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_stn05_n.dds,1024x1024,BC7_UNORM
52,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_stn07_n.dds,512x512,BC1_UNORM
52,karts_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a0_stn07_n.dds,1024x1024,BC7_UNORM
53,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d2\texture\r2d2_a1_alta1_n.dds,1024x1024,BC1_UNORM
