index,filename,dimensions,format
57,6-3_match\bgcommon\hou\common\general\0002\texture\com_b0_m0002_0a_n.dds,512x512,BC1_UNORM
57,7-0_match\bgcommon\hou\common\general\0002\texture\com_b0_m0002_0a_n.dds,512x512,BC1_UNORM
58,6-3_match\bgcommon\hou\common\general\0002\texture\com_b0_m0002_0b_d.dds,256x256,BC1_UNORM
58,7-0_match\bgcommon\hou\common\general\0002\texture\com_b0_m0002_0b_d.dds,256x256,BC1_UNORM
59,6-3_match\bgcommon\hou\common\general\0002\texture\com_b0_m0002_0b_n.dds,256x256,BC1_UNORM
59,7-0_match\bgcommon\hou\common\general\0002\texture\com_b0_m0002_0b_n.dds,256x256,BC1_UNORM
60,6-3_match\bgcommon\hou\common\general\0003\texture\com_b0_m0003_0a_d.dds,256x256,BC1_UNORM
60,7-0_match\bgcommon\hou\common\general\0003\texture\com_b0_m0003_0a_d.dds,256x256,BC1_UNORM
61,6-3_match\bgcommon\hou\common\general\0003\texture\com_b0_m0003_0a_n.dds,256x256,BC1_UNORM
61,7-0_match\bgcommon\hou\common\general\0003\texture\com_b0_m0003_0a_n.dds,256x256,BC1_UNORM
62,6-3_match\bgcommon\hou\common\general\0003\texture\com_b0_m0003_0b_d.dds,256x256,BC1_UNORM
62,7-0_match\bgcommon\hou\common\general\0003\texture\com_b0_m0003_0b_d.dds,256x256,BC7_UNORM
63,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_chir1a_d.dds,512x512,BC1_UNORM
63,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_chir1a_d.dds,512x512,BC1_UNORM
64,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_chir1a_n.dds,512x512,BC1_UNORM
64,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_chir1a_n.dds,512x512,BC1_UNORM
65,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_chir2a_d.dds,512x512,BC1_UNORM
65,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_chir2a_d.dds,512x512,BC1_UNORM
66,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_chir2a_n.dds,512x512,BC1_UNORM
66,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_chir2a_n.dds,512x512,BC1_UNORM
67,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_chr03_d.dds,512x512,BC1_UNORM
67,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_chr03_d.dds,512x512,BC1_UNORM
68,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_chr03_n.dds,512x512,BC1_UNORM
68,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_chr03_n.dds,512x512,BC7_UNORM
69,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_com0000_0a_d.dds,256x256,BC1_UNORM
