Group ID,Filename,Folder,Size (KB),Dimensions,Match %

1212,v01_c0101e9126_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9126\texture,146,256 x 512,99

1213,v01_c0101e9126_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9126\texture,107,256 x 512,99

1213,v01_c0101e9126_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9126\texture,124,256 x 512,99

1214,v01_c0101e9128_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9128\texture,26,256 x 256,99

1214,v01_c0101e6082_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e6082\texture,32,256 x 256,99

1214,v01_c0101e9128_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9128\texture,32,256 x 256,99

1215,v01_c0101e9128_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9128\texture,34,256 x 256,99

1215,v01_c0101e6082_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e6082\texture,40,256 x 256,99

1215,v01_c0101e9128_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9128\texture,40,256 x 256,99

1216,v01_c0101e9128_sho_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9128\texture,36,256 x 256,99

1216,v01_c0101e6082_sho_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e6082\texture,43,256 x 256,99

1216,v01_c0101e9128_sho_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9128\texture,43,256 x 256,99

1217,v01_c0101e9128_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9128\texture,75,256 x 512,99

1217,v01_c0101e9128_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9128\texture,92,256 x 512,99

1218,v01_c0101e9133_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9133\texture,15,128 x 256,99

1218,v01_c0101e9133_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9133\texture,19,128 x 256,99

1219,v01_c0101e9133_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9133\texture,41,256 x 256,99

1219,v01_c0201e9129_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9129\texture,48,256 x 256,99

1219,v01_c0101e9133_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9133\texture,48,256 x 256,99

1220,v01_c0101e9134_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9134\texture,122,256 x 512,99

1220,v01_c0801e9134_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9134\texture,121,256 x 512,99

1220,v02_c0101e9134_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9134\texture,121,256 x 512,99

1221,v01_c0101e9141_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9141\texture,90,256 x 512,99

1221,v01_c0101e9141_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9141\texture,90,256 x 512,99

1222,v01_c0101e9145_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9145\texture,109,256 x 512,99

1222,v01_c0101e9145_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9145\texture,128,256 x 512,99

1223,v01_c0101e9145_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9145\texture,75,256 x 512,99

1223,v01_c0101e9145_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9145\texture,79,256 x 512,99

1224,v01_c0101e9146_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9146\texture,14,128 x 128,99

1224,v01_c0101e9146_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9146\texture,15,128 x 128,99

1225,v01_c0101e9146_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9146\texture,20,128 x 128,99

1225,v01_c0101e9146_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9146\texture,23,128 x 128,99

1226,v01_c0101e9146_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9146\texture,33,128 x 256,99

1226,v01_c0101e9146_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9146\texture,39,128 x 256,99

1227,v01_c0101e9146_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9146\texture,35,128 x 256,99

1227,v01_c0101e9146_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9146\texture,42,128 x 256,99

1228,v01_c0101e9146_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9146\texture,118,256 x 512,99

1228,v01_c0101e9146_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9146\texture,138,256 x 512,99

1229,v01_c0101e9146_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9146\texture,110,256 x 512,99

1229,v01_c0101e9146_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9146\texture,127,256 x 512,99

1230,v01_c0101e9150_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9150\texture,21,256 x 256,99

1230,v01_c0101e9150_dwn_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9150\texture,26,256 x 256,99

1231,v01_c0101e9150_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9150\texture,32,256 x 256,99

1231,v01_c0101e9150_glv_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9150\texture,38,256 x 256,99

1232,v01_c0101e9150_met_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9150\texture,8,256 x 128,99

1232,v01_c0101e9150_met_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9150\texture,10,256 x 128,99

1233,v01_c0101e9150_sho_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9150\texture,23,256 x 256,99

1233,v01_c0101e9150_sho_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9150\texture,28,256 x 256,99

1234,v01_c0101e9163_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9163\texture,74,256 x 512,99

1234,v01_c0101e6062_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e6062\texture,92,256 x 512,99

1234,v01_c0101e9163_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9163\texture,92,256 x 512,99

1235,v01_c0101e9167_met_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9167\texture,46,256 x 256,99

1235,v01_c0101e9167_met_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9167\texture,47,256 x 256,99

1236,v01_c0101e9187_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9187\texture,133,256 x 512,99

1236,v01_c0101e6022_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e6022\texture,133,256 x 512,99

1237,v01_c0101e9190_top_c_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9190\texture,33,256 x 128,99

1237,v01_c0101e9190_top_c_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9190\texture,32,256 x 128,99

1237,v01_c0101e9190_top_c_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9190\texture,32,256 x 128,99

1237,v01_c0201e9189_top_c_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9189\texture,32,256 x 128,99

1238,v01_c0101e9191_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9191\texture,59,256 x 512,99

1238,v01_c0101e9190_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9190\texture,67,256 x 512,99

1238,v01_c0101e9191_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9191\texture,67,256 x 512,99

1238,v01_c0101e9187_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9187\texture,67,256 x 512,99

1239,v01_c0101e9195_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9195\texture,57,256 x 256,99

1239,v01_c0101e9017_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9017\texture,52,256 x 256,99

1239,v01_c0101e9195_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9195\texture,52,256 x 256,99

1240,v01_c0101e9195_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9195\texture,21,256 x 256,99

1240,v01_c0101e9195_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9195\texture,22,256 x 256,99

1241,v01_c0101e9195_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9195\texture,94,256 x 512,99

1241,v01_c0101e9195_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9195\texture,82,256 x 512,99

1242,v01_c0101e9195_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9195\texture,79,256 x 512,99

1242,v01_c0101e9195_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9195\texture,71,256 x 512,99

1243,v01_c0101e9195_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9195\texture,133,256 x 512,99

1243,v01_c0101e9017_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9017\texture,123,256 x 512,99

1243,v01_c0101e9195_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9195\texture,123,256 x 512,99

1244,v01_c0101e9195_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9195\texture,40,256 x 512,99

1244,v01_c0101e9017_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9017\texture,54,256 x 512,99

1244,v01_c0101e9195_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9195\texture,54,256 x 512,99

1245,v01_c0101e9205_top_c_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9205\texture,47,128 x 256,99

1245,v01_c0101e9205_top_c_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9205\texture,46,128 x 256,99

1246,v01_c0101e9205_top_c_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9205\texture,50,128 x 256,99

1246,v01_c0101e9205_top_c_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9205\texture,50,128 x 256,99

1247,v01_c0101e9206_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9206\texture,26,256 x 128,99

1247,v01_c0101e9206_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9206\texture,30,256 x 128,99

1248,v01_c0101e9206_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9206\texture,30,256 x 128,99

1248,v01_c0101e9206_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9206\texture,35,256 x 128,99

1249,v01_c0101e9206_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9206\texture,162,256 x 512,99

1249,v01_c0101e0537_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e0537\texture,161,256 x 512,99

1250,v01_c0101e9215_dwn_c_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9215\texture,29,128 x 256,99

1250,v01_c0101e9215_dwn_c_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9215\texture,28,128 x 256,99

1251,v01_c0101e9215_dwn_c_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9215\texture,24,128 x 256,99

1251,v01_c0101e9215_dwn_c_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9215\texture,22,128 x 256,99

1252,v01_c0101e9218_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_m\equipment\e9218\texture,68,256 x 512,99

1252,v01_c0101e9218_top_m.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_m\equipment\e9218\texture,83,256 x 512,99

1253,v01_c0101e9219_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9219\texture,225,512 x 512,99

1253,v01_c0101e9219_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9219\texture,203,512 x 512,99

1254,v01_c0101e9219_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9219\texture,274,512 x 512,99

1254,v01_c0101e9219_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9219\texture,268,512 x 512,99

1255,v01_c0101e9219_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9219\texture,188,512 x 512,99

1255,v01_c0101e9219_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9219\texture,180,512 x 512,99

1256,v01_c0101e9219_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9219\texture,185,512 x 512,99

1256,v01_c0101e9219_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9219\texture,179,512 x 512,99

1257,v01_c0101e9222_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9222\texture,1,8 x 8,99

1257,v01_c0101e9222_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9222\texture,1,8 x 8,99

1257,v01_c0101e9222_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9222\texture,1,8 x 8,99

1258,v01_c0101e9229_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9229\texture,20,128 x 256,99

1258,v01_c0101e9229_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9229\texture,17,128 x 256,99

1259,v01_c0101e9229_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9229\texture,18,128 x 256,99

1259,v01_c0101e9229_top_b_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9229\texture,17,128 x 256,99

1260,v01_c0101e9229_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9229\texture,91,256 x 512,99

1260,v01_c0101e9191_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9191\texture,77,256 x 512,99

1260,v01_c0101e9229_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9229\texture,77,256 x 512,99

1260,v01_c0101e9190_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9190\texture,77,256 x 512,99

1260,v01_c0101e9187_top_b_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9187\texture,77,256 x 512,99

1261,v01_c0101e9229_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9229\texture,23,256 x 512,99

1261,v01_c0101e9229_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9229\texture,29,256 x 512,99

1262,v01_c0101e9903_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9903\texture,19,128 x 128,99

1262,v01_c0101e0001_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0001\texture,18,128 x 128,99

1263,v01_c0104e9001_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9001\texture,313,512 x 512,99

1263,v01_c0104e9001_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9001\texture,302,512 x 512,99

1264,v01_c0104e9001_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9001\texture,278,512 x 512,99

1264,v01_c0104e9001_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9001\texture,264,512 x 512,99

1265,v01_c0104e9002_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9002\texture,58,256 x 256,99

1265,v03_c0104e9001_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9001\texture,55,256 x 256,99

1265,v01_c0104e9002_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9002\texture,55,256 x 256,99

1266,v01_c0104e9002_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9002\texture,59,256 x 256,99

1266,v04_c0104e9001_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9001\texture,53,256 x 256,99

1266,v03_c0104e9001_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9001\texture,53,256 x 256,99

1266,v01_c0104e9002_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9002\texture,53,256 x 256,99

1266,v02_c0104e9001_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9001\texture,52,256 x 256,99

1267,v01_c0104e9003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9003\texture,59,256 x 256,99

1267,v01_c0104e9001_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9001\texture,56,256 x 256,99

1267,v01_c0104e9003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9003\texture,56,256 x 256,99

1268,v01_c0104e9003_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9003\texture,63,256 x 256,99

1268,v01_c0104e9001_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9001\texture,63,256 x 256,99

1268,v01_c0104e9003_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9003\texture,63,256 x 256,99

1269,v01_c0104e9004_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9004\texture,59,256 x 256,99

1269,v01_c0104e9004_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9004\texture,56,256 x 256,99

1270,v01_c0104e9004_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9004\texture,75,256 x 256,99

1270,v01_c0104e9004_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9004\texture,69,256 x 256,99

1271,v01_c0104e9005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9005\texture,56,256 x 256,99

1271,v01_c0104e9005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9005\texture,53,256 x 256,99

1272,v01_c0104e9005_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9005\texture,310,512 x 512,99

1272,v01_c0104e9005_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9005\texture,300,512 x 512,99

1273,v01_c0104e9005_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e9005\texture,258,512 x 512,99

1273,v01_c0104e9005_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e9005\texture,243,512 x 512,99

1274,v01_c0104e9006_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9006\texture,60,256 x 256,99

1274,v03_c0104e9005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9005\texture,56,256 x 256,99

1274,v01_c0104e9006_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9006\texture,56,256 x 256,99

1275,v01_c0104e9007_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9007\texture,57,256 x 256,99

1275,v01_c0104e9007_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9007\texture,54,256 x 256,99

1276,v01_c0104e9008_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e9008\texture,61,256 x 256,99

1276,v01_c0104e9008_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e9008\texture,58,256 x 256,99

