Group ID,Filename,Folder,Size (KB),Dimensions,Match %

6652,v05_c0101e0001_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0001\texture,98,256 x 512,99

6652,v05_c0101e0001_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0001\texture,91,256 x 512,99

6653,v05_c0101e0002_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0002\texture,36,128 x 256,99

6653,v05_c0101e0002_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0002\texture,33,128 x 256,99

6654,v05_c0101e0002_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0002\texture,30,128 x 256,99

6654,v05_c0101e0002_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0002\texture,22,128 x 256,99

6655,v05_c0101e0002_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0002\texture,50,256 x 128,99

6655,v05_c0101e0002_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0002\texture,49,256 x 128,99

6656,v05_c0101e0002_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0002\texture,78,256 x 256,99

6656,v05_c0101e0002_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0002\texture,78,256 x 256,99

6657,v05_c0101e0002_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0002\texture,59,256 x 256,99

6657,v05_c0101e0002_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0002\texture,56,256 x 256,99

6658,v05_c0101e0002_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0002\texture,84,256 x 256,99

6658,v05_c0101e0002_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0002\texture,82,256 x 256,99

6659,v05_c0101e0002_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0002\texture,63,256 x 256,99

6659,v05_c0101e0002_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0002\texture,61,256 x 256,99

6660,v05_c0101e0002_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0002\texture,157,256 x 512,99

6660,v05_c0101e0002_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0002\texture,153,256 x 512,99

6661,v05_c0101e0002_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0002\texture,120,256 x 512,99

6661,v05_c0101e0002_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0002\texture,108,256 x 512,99

6662,v05_c0101e0003_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,48,128 x 256,99

6662,v05_c0101e0003_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,47,128 x 256,99

6663,v05_c0101e0003_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,37,128 x 256,99

6663,v05_c0101e0003_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,31,128 x 256,99

6664,v05_c0101e0003_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,77,256 x 256,99

6664,v05_c0101e0003_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,74,256 x 256,99

6665,v05_c0101e0003_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,81,256 x 256,99

6665,v05_c0101e0003_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,80,256 x 256,99

6666,v05_c0101e0003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,67,256 x 256,99

6666,v05_c0101e0003_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,65,256 x 256,99

6667,v05_c0101e0003_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,66,256 x 256,99

6667,v05_c0101e0003_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,64,256 x 256,99

6668,v05_c0101e0003_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,65,256 x 256,99

6668,v05_c0101e0003_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,63,256 x 256,99

6669,v05_c0101e0003_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,68,256 x 256,99

6669,v05_c0101e0003_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,67,256 x 256,99

6670,v05_c0101e0003_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0003\texture,142,256 x 512,99

6670,v05_c0101e0003_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0003\texture,138,256 x 512,99

6671,v05_c0101e0003_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0003\texture,139,256 x 512,99

6671,v05_c0101e0003_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0003\texture,136,256 x 512,99

6672,v05_c0101e0004_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,49,128 x 256,99

6672,v05_c0101e0004_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,48,128 x 256,99

6673,v05_c0101e0004_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,40,128 x 256,99

6673,v05_c0101e0004_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,38,128 x 256,99

6674,v05_c0101e0004_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,44,256 x 128,99

6674,v05_c0101e0004_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,44,256 x 128,99

6675,v05_c0101e0004_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,41,256 x 128,99

6675,v05_c0101e0004_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,40,256 x 128,99

6676,v05_c0101e0004_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,50,256 x 128,99

6676,v05_c0101e0004_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,49,256 x 128,99

6677,v05_c0101e0004_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,44,256 x 128,99

6677,v05_c0101e0004_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,42,256 x 128,99

6678,v05_c0101e0004_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0004\texture,189,256 x 512,99

6678,v05_c0101e0004_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0004\texture,185,256 x 512,99

6679,v05_c0101e0004_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0004\texture,160,256 x 512,99

6679,v05_c0101e0004_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0004\texture,152,256 x 512,99

6680,v05_c0101e0005_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0005\texture,39,128 x 256,99

6680,v05_c0101e0005_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,36,128 x 256,99

6681,v05_c0101e0005_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0005\texture,34,128 x 256,99

6681,v05_c0101e0005_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0005\texture,27,128 x 256,99

6682,v05_c0101e0005_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0005\texture,66,256 x 256,99

6682,v05_c0101e0005_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,65,256 x 256,99

6683,v05_c0101e0005_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0005\texture,57,256 x 256,99

6683,v05_c0101e0005_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0005\texture,55,256 x 256,99

6684,v05_c0101e0005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0005\texture,69,256 x 256,99

6684,v02_c0101e0005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,70,256 x 256,99

6684,v05_c0101e0005_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,68,256 x 256,99

6685,v05_c0101e0005_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0005\texture,97,256 x 256,99

6685,v05_c0101e0005_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,95,256 x 256,99

6686,v05_c0101e0005_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0005\texture,68,256 x 256,99

6686,v05_c0101e0005_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0005\texture,66,256 x 256,99

6687,v05_c0101e0005_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0005\texture,165,256 x 512,99

6687,v05_c0101e0005_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0005\texture,163,256 x 512,99

6688,v05_c0101e0006_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0006\texture,42,128 x 256,99

6688,v05_c0101e0006_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0006\texture,42,128 x 256,99

6689,v05_c0101e0006_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0006\texture,29,128 x 256,99

6689,v05_c0101e0006_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0006\texture,30,128 x 256,99

6690,v05_c0101e0006_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0006\texture,71,256 x 256,99

6690,v05_c0101e0006_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0006\texture,70,256 x 256,99

6691,v05_c0101e0006_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0006\texture,68,256 x 256,99

6691,v05_c0101e0006_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0006\texture,67,256 x 256,99

6692,v05_c0101e0006_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0006\texture,38,256 x 256,99

6692,v05_c0101e0006_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0006\texture,34,256 x 256,99

6693,v05_c0101e0006_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0006\texture,149,256 x 512,99

6693,v05_c0101e0006_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0006\texture,146,256 x 512,99

6694,v05_c0101e0006_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0006\texture,97,256 x 512,99

6694,v05_c0101e0006_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0006\texture,91,256 x 512,99

6695,v05_c0101e0007_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0007\texture,45,128 x 256,99

6695,v05_c0101e0007_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0007\texture,44,128 x 256,99

6696,v05_c0101e0007_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0007\texture,44,128 x 256,99

6696,v05_c0101e0007_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0007\texture,43,128 x 256,99

6697,v05_c0101e0007_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0007\texture,61,256 x 256,99

6697,v05_c0101e0007_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0007\texture,58,256 x 256,99

6698,v05_c0101e0007_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0007\texture,43,256 x 256,99

6698,v05_c0101e0007_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0007\texture,38,256 x 256,99

6699,v05_c0101e0007_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0007\texture,52,256 x 256,99

6699,v05_c0101e0007_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0007\texture,43,256 x 256,99

6700,v05_c0101e0008_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0008\texture,33,128 x 256,99

6700,v05_c0101e0008_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0008\texture,30,128 x 256,99

6701,v05_c0101e0008_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0008\texture,31,128 x 256,99

6701,v05_c0101e0008_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0008\texture,29,128 x 256,99

6702,v05_c0101e0008_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0008\texture,82,256 x 256,99

6702,v05_c0101e0008_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0008\texture,81,256 x 256,99

6703,v05_c0101e0008_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0008\texture,67,256 x 256,99

6703,v05_c0101e0008_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0008\texture,62,256 x 256,99

6704,v05_c0101e0008_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0008\texture,68,256 x 256,99

6704,v05_c0101e0008_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0008\texture,65,256 x 256,99

6705,v05_c0101e0008_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0008\texture,158,256 x 512,99

6705,v05_c0101e0008_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0008\texture,152,256 x 512,99

6706,v05_c0101e0008_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0008\texture,138,256 x 512,99

6706,v05_c0101e0008_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0008\texture,134,256 x 512,99

6707,v05_c0101e0009_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0009\texture,35,128 x 256,99

6707,v05_c0101e0009_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0009\texture,33,128 x 256,99

6708,v05_c0101e0009_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,34,128 x 256,99

6708,v05_c0101e0009_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,30,128 x 256,99

6709,v05_c0101e0009_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0009\texture,95,256 x 256,99

6709,v05_c0101e0009_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0009\texture,95,256 x 256,99

6710,v05_c0101e0009_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,74,256 x 256,99

6710,v05_c0101e0009_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,72,256 x 256,99

6710,v02_c0101e0009_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,71,256 x 256,99

6711,v05_c0101e0009_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0009\texture,99,256 x 256,99

6711,v05_c0101e0009_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0009\texture,97,256 x 256,99

6712,v05_c0101e0009_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,67,256 x 256,99

6712,v05_c0101e0009_sho_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,64,256 x 256,99

6713,v05_c0101e0009_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0009\texture,137,256 x 512,99

6713,v05_c0101e0009_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0009\texture,134,256 x 512,99

6714,v05_c0101e0010_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,44,256 x 128,99

6714,v05_c0101e0010_dwn_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,42,256 x 128,99

6715,v05_c0101e0010_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,40,256 x 128,99

6715,v05_c0101e0010_dwn_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,38,256 x 128,99

6716,v05_c0101e0010_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,93,256 x 256,99

6716,v05_c0101e0010_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,90,256 x 256,99

6717,v05_c0101e0010_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,78,256 x 256,99

6717,v05_c0101e0010_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,76,256 x 256,99

6718,v05_c0101e0010_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,56,256 x 256,99

6718,v05_c0101e0010_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,53,256 x 256,99

6719,v05_c0101e0010_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,73,256 x 256,99

6719,v05_c0101e0010_sho_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,68,256 x 256,99

6720,v05_c0101e0010_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0010\texture,172,256 x 512,99

6720,v05_c0101e0010_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0010\texture,167,256 x 512,99

6721,v05_c0101e0010_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0010\texture,148,256 x 512,99

6721,v05_c0101e0010_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,142,256 x 512,99

6721,v04_c0101e0010_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,142,256 x 512,99

6721,v03_c0101e0010_top_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0010\texture,142,256 x 512,99

6722,v05_c0101e0011_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0011\texture,91,256 x 256,99

6722,v05_c0101e0011_glv_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0011\texture,89,256 x 256,99

6723,v05_c0101e0011_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0011\texture,82,256 x 256,99

6723,v05_c0101e0011_glv_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0011\texture,79,256 x 256,99

6724,v05_c0101e0011_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0011\texture,28,256 x 128,99

6724,v05_c0101e0011_met_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_d\equipment\e0011\texture,27,256 x 128,99

6725,v05_c0101e0011_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_s\equipment\e0011\texture,20,256 x 128,99

6725,v05_c0101e0011_met_s.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_RGB\7-0_s\equipment\e0011\texture,19,256 x 128,99

6726,v05_c0101e0011_top_d.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_RGB\6-3_d\equipment\e0011\texture,165,256 x 512,99

