Group ID,Filename,Folder,Size (KB),Match %

140,com_07_m0014_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\mji\buil\common\texture,148,100

140,com_04_m0009_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\mji\buil\common\texture,148,100

141,com_b0_m0001_0d_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\common\general\0001\texture,97,100

141,gar_b0_m0018_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\outdoor\general\0018\texture,97,100

142,com_b0_m0001_0d_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\common\general\0001\texture,71,100

142,gar_b0_m0018_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\outdoor\general\0018\texture,71,100

143,com_b0_m0001_0e_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\hou\common\general\0001\texture,1,100

143,com_b0_m0001_0e_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\common\general\0001\texture,1,100

143,w_cut_400_08a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\world\cut\ver_400\texture,1,100

143,w_cut_111_06b_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\world\cut\111\texture,1,100

144,crest_dummy_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\hou\craft\bil\01\0011\texture,16,100

144,crest_dummy_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\dyna\opt\sg\0009\texture,16,100

144,crest_dummy_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\dyna\opt\sg\0003\texture,16,100

144,crest_dummy_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\dyna\opt\sg\0004\texture,16,100

145,dist002by.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\raindrop\texture,8,100

145,dist002by.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\raindrop\texture,8,100

146,dor_t4_a0005_i.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\hou\craft\bil\02\0005\texture,2,100

146,dor_t4_a0005_i.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0005\texture,2,100

147,dor_t4_b0011_i.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\hou\craft\bil\02\0011\texture,2,100

147,dor_t4_b0011_i.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0011\texture,2,100

148,dor_t4_m0015_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0015\texture,1,100

148,win_t4_m0015_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0015\texture,1,100

148,fun_b0_m1211_0e_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1211\texture,1,100

148,fun_b0_m1252_0h_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1252\texture,1,100

148,fun_b0_m1352_0b_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1352\texture,1,100

148,win_t4_m0014_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0014\texture,1,100

149,dor_t4_m0015_0b_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0015\texture,6,100

149,win_t4_m0015_0b_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0015\texture,6,100

150,dor_t4_m0015_0b_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0015\texture,13,100

150,win_t4_m0015_0b_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0015\texture,13,100

151,dor_t4_m0015_0c_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0015\texture,52,100

151,win_t4_m0015_0c_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0015\texture,52,100

152,dor_t4_m0015_1a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0015\texture,5,100

152,win_t4_m0015_1a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0015\texture,5,100

153,dor_t4_m0016_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0016\texture,16,100

153,win_t4_m0016_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0016\texture,16,100

154,dor_t4_m0016_0c_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0016\texture,2,100

154,fun_b0_m1252_0h_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1252\texture,2,100

154,win_t4_m0016_0b_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0016\texture,2,100

155,dor_t4_m0016_0c_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0016\texture,1,100

155,com_05_m0001_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\mji\buil\common\texture,1,100

155,bil_com_m0000_5n_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,1,100

155,bil_com_m0000_4t_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,1,100

155,win_t4_m0016_0b_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0016\texture,1,100

155,com_06_m0028_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\mji\buil\common\texture,1,100

156,dor_t4_m0017_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0017\texture,16,100

156,win_t4_m0017_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0017\texture,16,100

157,dor_t4_m0017_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0017\texture,14,100

157,win_t4_m0017_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0017\texture,14,100

158,dor_t4_m0017_0b_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0017\texture,10,100

158,win_t4_m0017_0b_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0017\texture,10,100

158,bil_com_m0000_6b_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,10,100

159,dor_t4_m0017_0b_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0017\texture,2,100

159,win_t4_m0017_0b_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0017\texture,2,100

160,dor_t4_m0017_0d_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0017\texture,143,100

160,fun_b0_m1114_0c_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1114\texture,143,100

160,bil_com_m0000_5z_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,143,100

161,dor_t4_m0018_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0018\texture,61,100

161,wid_t4_m0018_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0018\texture,61,100

161,bil_com_m0000_5j_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,61,100

162,dor_t4_m0018_0a_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0018\texture,81,100

162,wid_t4_m0018_0a_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\03\0018\texture,81,100

163,dor_t4_m0018_0c_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0018\texture,48,100

163,bil_com_m0000_6g_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,48,100

164,dor_t4_m0018_0c_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0018\texture,20,100

164,bil_com_m0000_6g_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,20,100

165,dor_t4_m0018_0c_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\02\0018\texture,35,100

165,bil_com_m0000_6g_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\house\texture,35,100

166,dust_001.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,19,100

166,dust_001.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,19,100

167,dust_002.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,15,100

167,dust_002.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,15,100

168,dust_003.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,4,100

168,dust_003.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,4,100

169,dust_004.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,16,100

169,dust_004.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,16,100

170,dust_005.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,14,100

170,dust_005.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,14,100

171,dust_006.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,4,100

171,dust_006.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,4,100

172,dust_007.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,3,100

172,dust_007.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,3,100

173,dust_008.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,2,100

173,dust_008.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,2,100

174,dust_009.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,5,100

174,dust_009.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,5,100

175,dust_010.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\dust\texture,8,100

175,dust_010.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\dust\texture,8,100

176,e1h0_c_wid0001_i.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\hou\dyna\e1h0\wid\0001\texture,1,100

176,e1h0_c_wid0001_i.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\dyna\e1h0\wid\0001\texture,1,100

177,earth01_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\earth\texture,2808,100

177,earth01_n.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\earth\texture,2808,100

178,earth02_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\nature\earth\texture,2,100

178,earth02_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\nature\earth\texture,2,100

179,fac_c0_rom0001_a9_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\common\factory\texture,74,100

179,w_cut_057_04a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\world\cut\057\texture,74,100

180,fnc_t4_m0012_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\04\0012\texture,2,100

180,wlc_t4_m0012_0c_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\00\0012\texture,2,100

181,fnc_t4_m0012_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\04\0012\texture,1,100

181,fun_b0_m1175_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1175\texture,1,100

181,fun_b0_m1264_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\general\1264\texture,1,100

182,fnc_t4_m0013_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\04\0013\texture,27,100

182,rfc_t4_m0013_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\craft\bil\01\0013\texture,27,100

183,fsh_la_m0002_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0002\texture,51,100

183,fsh_mi_m0171_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\mi\0171\texture,51,100

184,fsh_la_m0040_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_6_3_FFXIV\bgcommon\hou\indoor\gyo\la\0040\texture,34,100

184,fsh_la_m0040_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0040\texture,34,100

185,fsh_la_m0057_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0057\texture,52,100

185,fsh_sm_m0305_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\sm\0305\texture,52,100

186,fsh_la_m0057_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0057\texture,26,100

186,fsh_sm_m0305_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\sm\0305\texture,26,100

187,fsh_la_m0132_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0132\texture,23,100

187,fsh_la_m0218_0a_s.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0218\texture,23,100

188,fsh_la_m0249_0a_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\la\0249\texture,46,100

188,fsh_mi_m0234_a0_d.tex,C:\Users\kartoffels\PycharmProjects\ffxiv_dawntrail\dumps\TEXTURE_GAME_DUMP_PRELIMINARY_DAWNTRAIL_UP_TO_6_3\bgcommon\hou\indoor\gyo\mi\0234\texture,46,100

