index,filename,dimensions,format
741,6-3\bg\ffxiv\roc_r1\hou\common\texture\r1h0_c0_lmp3a_d.dds,256x256,BC1_UNORM
741,7-0\bg\ffxiv\roc_r1\hou\common\texture\r1h0_c0_lmp3a_d.dds,512x512,BC1_UNORM
